claim_id,plain_language,release_status,owner_lean,owner_cert
D0-BLACK-HOLE-INFORMATION-UNITARITY-OWNER-001,black hole information unitarity owner,CERT-CLOSED,D0.Gravity.PageCurveFiniteRankOwner,vp_black_hole_information_unitarity_owner.py
D0-HORIZON-FESHBACH-RADIATION-OWNER-001,horizon feshbach radiation owner,CERT-CLOSED,,vp_horizon_feshbach_radiation_owner.py
D0-YUKAWA-SHELL-OVERLAP-MATRIX-001,yukawa shell overlap matrix,CERT-CLOSED,D0.Matter.YukawaShellOverlapMatrix,vp_yukawa_shell_overlap_matrix.py
D0-HIGGS-PHASON-CONDENSATION-OWNER-001,higgs phason condensation owner,PROOF-TARGET,,vp_higgs_phason_condensation_owner.py
D0-LEPTON-YUKAWA-HIERARCHY-OWNER-001,lepton yukawa hierarchy owner,PROOF-TARGET,,vp_lepton_yukawa_hierarchy_owner.py
D0-COSMOLOGY-CONNECTIVITY-THRESHOLD-OWNER-001,cosmology connectivity threshold owner,CERT-CLOSED,D0.Cosmology.ReheatingPercolationOwner,vp_connectivity_threshold_owner.py
D0-REHEATING-PERCOLATION-OWNER-001,reheating percolation owner,CERT-CLOSED,D0.Cosmology.ReheatingPercolationOwner,vp_reheating_percolation_owner.py
D0-CMB-PHASON-SPECTRUM-OWNER-001,cmb phason spectrum owner,PROOF-TARGET,,vp_cmb_phason_spectrum_owner.py
D0-INFLATIONLESS-EARLY-UNIVERSE-OWNER-001,inflationless early universe owner,PROOF-TARGET,,vp_inflationless_early_universe_owner.py
D0-HBAR-SYMPLECTIC-CAPACITY-MECH-LIMIT-001,hbar symplectic capacity mech limit,PROOF-TARGET,,vp_hbar_symplectic_capacity_status.py
D0-REHEATING-HEAT-TRACE-JUMP-001,reheating heat trace jump,CERT-CLOSED,D0.Cosmology.ReheatingHeatTraceJump,vp_reheating_heat_trace_jump.py
D0-PAGE-TURNING-POINT-RANK-THEOREM-001,page turning point rank theorem,CERT-CLOSED,D0.Gravity.PageTurningPointRank,vp_page_turning_point_rank.py
D0-CONNECTIVITY-SPECTRAL-GAP-SPEED-001,connectivity spectral gap speed,CERT-CLOSED,D0.Cosmology.CLightconePercolationOwner,vp_connectivity_spectral_gap_speed.py
D0-C-LIGHTCONE-PERCOLATION-OWNER-001,c lightcone percolation owner,CERT-CLOSED,D0.Cosmology.CLightconePercolationOwner,vp_c_lightcone_percolation_owner.py
D0-FIBONACCI-ANYON-UNIQUENESS-001,fibonacci anyon uniqueness,CERT-CLOSED,D0.Geometry.FibonacciAnyonUniqueness,vp_fibonacci_anyon_uniqueness.py
D0-ISING-ANYON-EXCLUSION-001,ising anyon exclusion,NO-GO,D0.Geometry.FibonacciAnyonUniqueness,vp_ising_anyon_exclusion.py
D0-HYPERCHARGE-FLOW-LATTICE-001,hypercharge flow lattice,CERT-CLOSED,D0.Matter.HyperchargeFlowLattice,vp_hypercharge_graph_flow_owner.py
D0-LEPTON-PUISEUX-UNIQUENESS-OBSTRUCTION-001,lepton puiseux uniqueness obstruction,NO-GO,D0.Matter.LeptonPuiseuxUniquenessObstruction,vp_lepton_puiseux_uniqueness_obstruction.py
D0-CKM-CLASS5-PARITY-EXCLUSION-001,ckm class5 parity exclusion,PROOF-TARGET,D0.Matter.CKMClass5ParityExclusion,vp_ckm_class5_parity_exclusion.py
D0-ALPHA-RESIDUE-DELTA-NORMALIZATION-NOGO-001,alpha residue delta normalization nogo,NO-GO,D0.Spectral.DeltaAlphaNormalizationNoGo,vp_alpha_residue_delta_normalization_nogo.py
D0-ASSUMPTION-LEDGER-GREEN-001,assumption ledger green,CERT-CLOSED,D0.Bridge.Assumptions.LindemannLnPhi,vp_assumption_ledger_green.py
D0-DIXMIER-FESHBACH-FINITE-HEATTRACE-001,dixmier feshbach finite heattrace,NO-GO,D0.Spectral.DixmierFeshbachFiniteHeatTrace,vp_dixmier_feshbach_finite_heattrace.py
D0-LEPTON-RIEMANN-HURWITZ-BRANCH-INDEX-001,lepton riemann hurwitz branch index,CERT-CLOSED,D0.Matter.LeptonRiemannHurwitzBranchIndex,vp_lepton_riemann_hurwitz_branch_index.py
D0-PHASON-ARCHIVE-CAPACITY-REDSHIFT-001,phason archive capacity redshift,CERT-CLOSED,D0.Cosmology.PhasonArchiveCapacityRedshift,vp_phason_archive_capacity_redshift.py
D0-PHASON-WDE-Z-MAP-OWNER-001,phason wde z map owner,NO-GO,,vp_phason_wde_z_map_owner.py
D0-WILLIAMS-SHIFT-EQUIVALENCE-OWNER-001,williams shift equivalence owner,CERT-CLOSED,D0.Dynamics.ToralShiftEquivalence,vp_toral_shift_equivalence.py
D0-HYPERCHARGE-ANOMALY-VARIETY-2DIM-001,hypercharge anomaly variety 2dim,NO-GO,D0.Matter.HyperchargeAnomalyVariety,vp_hypercharge_anomaly_variety.py
D0-CMB-NS-LAPLACIAN-IDS-OWNER-001,cmb ns laplacian ids owner,CERT-CLOSED,D0.Cosmology.CMBLaplacianIDS,vp_cmb_ns_laplacian_ids.py
D0-CMB-IDS-SMOOTHING-OWNER-001,cmb ids smoothing owner,PROOF-TARGET,,vp_cmb_ns_laplacian_ids.py
D0-CKM-CLASS5-SELECTOR-OWNER-001,ckm class5 selector owner,CERT-CLOSED,D0.Matter.CKMClass5SelectorOwner,vp_ckm_class5_selector_owner.py
D0-HIGGS-LOGDET-STATIONARY-POTENTIAL-001,higgs logdet stationary potential,CERT-CLOSED,D0.Matter.HiggsLogdetStationary,vp_higgs_logdet_stationary.py
D0-JY-NONCOMMUTATIVE-ORDER-OBSTRUCTION-001,jy noncommutative order obstruction,CERT-CLOSED,D0.Evolution.JYNoncommutativeOrderObstruction,vp_jy_noncommutative_order_obstruction.py
D0-TIME-ARROW-ORDERED-SELF-READOUT-001,time arrow ordered self readout,CERT-CLOSED,D0.Evolution.JYNoncommutativeOrderObstruction,vp_jy_noncommutative_order_obstruction.py
D0-FESHBACH-SCHUR-TIME-DELAY-OWNER-001,feshbach schur time delay owner,CERT-CLOSED,D0.Evolution.FeshbachSchurTimeDelayOwner,vp_feshbach_schur_time_delay_owner.py
D0-ARCHIVE-NEUMANN-TICK-OWNER-001,archive neumann tick owner,CERT-CLOSED,D0.Evolution.FeshbachSchurTimeDelayOwner,vp_archive_neumann_tick_owner.py
D0-PHI-FRACTAL-TICK-DYNAMICS-OWNER-001,phi fractal tick dynamics owner,CERT-CLOSED,D0.Evolution.PhiFractalTickDynamics,vp_phi_fractal_tick_dynamics.py
D0-CONTINUOUS-TIME-SEMIGROUP-ENVELOPE-001,continuous time semigroup envelope,CERT-CLOSED,D0.Evolution.PhiFractalTickDynamics,vp_continuous_time_semigroup_envelope.py
D0-STATIC-TO-DYNAMICS-OWNER-001,static to dynamics owner,CERT-CLOSED,D0.Evolution.StaticToDynamicsOwner,vp_static_to_dynamics_owner.py
D0-DYNAMICS-NOT-PRIMITIVE-CERT-CLOSED-001,dynamics not primitive cert closed,CERT-CLOSED,D0.Evolution.StaticToDynamicsOwner,vp_dynamics_not_primitive.py
D0-CONSTRAINED-HAMILTONIAN-EMBEDDING-PASSPORT-001,constrained hamiltonian embedding passport,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport,vp_constrained_hamiltonian_embedding_passport.py
D0-NONRECIPROCAL-ACTIVE-DYNAMICS-FORMALISM-BRIDGE-001,nonreciprocal active dynamics formalism bridge,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport,vp_constrained_hamiltonian_embedding_passport.py
D0-FESHBACH-CONSTRAINT-SUBMANIFOLD-BRIDGE-001,feshbach constraint submanifold bridge,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport,vp_constrained_hamiltonian_embedding_passport.py
D0-FLOQUET-NONRECIPROCAL-DYNAMICS-BRIDGE-001,floquet nonreciprocal dynamics bridge,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport,vp_constrained_hamiltonian_embedding_passport.py
D0-CONTINUATION-FINAL-BLOCKER-GRAPH-001,continuation final blocker graph,CERT-CLOSED,,vp_final_continuation_dependency_graph.py
D0-CONTINUATION-NO-STATUS-ONLY-DIFF-001,continuation no status only diff,CERT-CLOSED,,vp_continuation_no_status_only_diff.py
D0-STATIC-DYNAMICS-HAMILTONIAN-BRIDGE-INTEGRATION-001,static dynamics hamiltonian bridge integration,CERT-CLOSED,,vp_static_dynamics_hamiltonian_bridge_integration.py
D0-REHEATING-HEATTRACE-ENERGY-FUNCTIONAL-001,reheating heattrace energy functional,CERT-CLOSED,D0.Cosmology.HeatTraceEnergyFunctional,vp_heat_trace_energy_functional.py
D0-REHEATING-ENERGY-BUDGET-OWNER-001,reheating energy budget owner,CERT-CLOSED,D0.Cosmology.ReheatingEnergyBudgetOwner,vp_reheating_energy_budget_owner.py
D0-INFLATIONLESS-THRESHOLD-ENERGY-OWNER-001,inflationless threshold energy owner,CERT-CLOSED,D0.Cosmology.InflationlessThresholdEnergyOwner,vp_inflationless_threshold_energy_owner.py
D0-REHEATING-NO-INFLATON-NOGO-001,reheating no inflaton nogo,NO-GO,D0.Cosmology.InflationlessThresholdEnergyOwner,vp_inflationless_threshold_energy_owner.py
D0-VERIFIED-CLOSURE-PROTOCOL-001,verified closure protocol,CERT-CLOSED,,vp_verified_closure_protocol.py
D0-REHEATING-PHASON-INITIAL-DATA-OWNER-001,reheating phason initial data owner,CERT-CLOSED,D0.Cosmology.PhasonInitialCovariance,vp_phason_initial_covariance_owner.py
D0-PHASON-INITIAL-COVARIANCE-OWNER-001,phason initial covariance owner,CERT-CLOSED,D0.Cosmology.PhasonInitialCovariance,vp_phason_initial_covariance_owner.py
D0-CMB-FIEDLER-FREEZEOUT-OWNER-001,cmb fiedler freezeout owner,CERT-CLOSED,D0.Cosmology.CMBFiedlerFreezeout,vp_cmb_fiedler_freezeout_owner.py
D0-DARK-RATIO-TRANSFER-OWNER-001,dark ratio transfer owner,CERT-CLOSED,D0.Cosmology.DarkArchiveTransfer,vp_dark_archive_transfer_owner.py
D0-ARCHIVE-PHASON-METRIC-TRANSFER-OWNER-001,archive phason metric transfer owner,CERT-CLOSED,D0.Cosmology.DarkArchiveTransfer,vp_dark_archive_transfer_owner.py
D0-COSMOLOGY-INTERNAL-TRANSFER-COMPOSITION-001,cosmology internal transfer composition,CERT-CLOSED,D0.Cosmology.DarkArchiveTransfer,vp_dark_archive_transfer_owner.py
D0-CMB-NS-SMOOTHING-UNDETERMINED-NOGO-001,cmb ns smoothing undetermined nogo,NO-GO,D0.Cosmology.CMBNsSmoothingUndeterminedNoGo,vp_cmb_ns_smoothing_undetermined_nogo.py
D0-SM-HYPERCHARGE-ROW-OWNER-001,sm hypercharge row owner,CERT-CLOSED,D0.Matter.SMHyperchargeRowOwner,vp_sm_hypercharge_row_owner.py
D0-DSIGMA-CANONICAL-ROLE-ADDRESS-OWNER-001,dsigma canonical role address owner,CERT-CLOSED,D0.Matter.DSigmaRoleTransitionGraph,vp_dsigma_role_transition_graph.py
D0-DSIGMA-ROLE-CYCLE-CARRIER-CANONICAL-NOGO-001,dsigma role cycle carrier canonical nogo,NO-GO,D0.Matter.DSigmaRoleCycleCarrierNoGo,vp_dsigma_role_cycle_carrier_nogo.py
D0-HIGGS-RETURN-QUOTIENT-ACTION-OWNER-001,higgs return quotient action owner,CERT-CLOSED,D0.Matter.HiggsReturnQuotientAction,vp_higgs_return_quotient_action.py
D0-HIGGS-PHASON-ORBIT-TRIVIAL-NOGO-001,higgs phason orbit trivial nogo,NO-GO,D0.Matter.HiggsPhasonOrbitNoGo,vp_higgs_phason_orbit_nontriviality.py
D0-TORAL-INTEGRAL-CONJUGACY-OWNER-001,toral integral conjugacy owner,CERT-CLOSED,D0.Geometry.ToralIntegralConjugacy,vp_toral_integral_conjugacy.py
D0-TORAL-LUCAS-PERIODIC-SEED-OWNER-001,toral lucas periodic seed owner,CERT-CLOSED,D0.Geometry.ToralLucasPeriodicSeed,vp_toral_lucas_periodic_seed.py
D0-TORAL-CANONICAL-MARKOV-PARTITION-NOGO-001,toral canonical markov partition nogo,NO-GO,D0.Geometry.ToralCanonicalMarkovNoGo,vp_toral_canonical_markov_partition_nogo.py
D0-ALPHA-PROFINITE-SPECTRAL-TOWER-OWNER-001,alpha profinite spectral tower owner,CERT-CLOSED,D0.Spectral.AlphaProfiniteSpectralTower,vp_alpha_profinite_spectral_tower.py
D0-ALPHA-PROFINITE-TOWER-NOGO-001,alpha profinite tower nogo,NO-GO,D0.Spectral.AlphaProfiniteTowerNoGo,vp_alpha_profinite_tower_nogo.py
D0-ALPHA-PRESENT-CORE-MAXIMALITY-NOGO-001,alpha present core maximality nogo,NO-GO,D0.Spectral.AlphaPresentCoreMaximalityNoGo,vp_alpha_present_core_maximality_nogo.py
D0-CMB-CANONICAL-SMOOTHING-MAXIMALITY-NOGO-001,cmb canonical smoothing maximality nogo,NO-GO,D0.Cosmology.CMBCanonicalSmoothingMaximalityNoGo,vp_cmb_canonical_smoothing_maximality_nogo.py
D0-PHASON-MAGNITUDE-MAXIMALITY-NOGO-001,phason magnitude maximality nogo,NO-GO,D0.Cosmology.PhasonMagnitudeMaximalityNoGo,vp_phason_magnitude_maximality_nogo.py
D0-CKM-OVERLAP-UNDERDETERMINATION-NOGO-001,ckm overlap underdetermination nogo,NO-GO,D0.Matter.CKMOverlapUnderdeterminationNoGo,vp_ckm_overlap_underdetermination_nogo.py
D0-HIGGS-CONDENSATION-PRESENT-CORE-MAXIMALITY-NOGO-001,higgs condensation present core maximality nogo,NO-GO,D0.Matter.HiggsCondensationPresentCoreMaximalityNoGo,vp_higgs_condensation_present_core_maximality_nogo.py
D0-TORAL-SEED-MARKOV-MAXIMALITY-NOGO-001,toral seed markov maximality nogo,NO-GO,D0.Geometry.ToralSeedMarkovMaximalityNoGo,vp_toral_seed_markov_maximality_nogo.py
D0-LEPTON-FINITE-GREEN-RESOLVENT-OWNER-001,lepton finite green resolvent owner,CERT-CLOSED,D0.Matter.LeptonFiniteGreenResolventOwner,vp_lepton_finite_green_resolvent_owner.py
D0-FINAL-CORE-COMPLETION-001,final core completion,CORE-FORMALIZED,D0.Verification.PresentCoreMaximality,vp_final_core_maximality.py
D0-BRATTELI-FIBONACCI-REFINEMENT-OWNER-001,bratteli fibonacci refinement owner,CERT-CLOSED,D0.Geometry.FibonacciBratteliRefinement,vp_fibonacci_bratteli_refinement.py
D0-CANONICAL-RENORMALIZATION-SPECTRAL-TOWER-001,canonical renormalization spectral tower,CERT-CLOSED,D0.Geometry.FibonacciBratteliRefinement,vp_fibonacci_bratteli_refinement.py
D0-PERRON-SCALE-FLOW-OWNER-001,perron scale flow owner,CERT-CLOSED,D0.Spectral.CanonicalRefinementScaleFlow,vp_canonical_refinement_scale.py
D0-INDUCTIVE-SPECTRAL-TRIPLE-OWNER-001,inductive spectral triple owner,PROOF-TARGET,,vp_inductive_spectral_triple_tower.py
D0-FINAL-RESEARCH-TO-CLOSURE-MAP-001,final research to closure map,CORE-FORMALIZED,D0.Verification.FinalResearchClosureBoundary,vp_final_research_closure_map.py
D0-EXTERNAL-DIXMIER-WODZICKI-PASSPORT-001,external dixmier wodzicki passport,PASSPORT-CLOSED,D0.Bridge.DixmierTraceBridge,vp_final_external_passports.py
D0-ADLER-WEISS-WILLIAMS-PASSPORT-001,adler weiss williams passport,PASSPORT-CLOSED,D0.Bridge.AdlerWeissBridge,vp_final_external_passports.py
D0-SMOOTH-QUANTUM-METRIC-PASSPORT-001,smooth quantum metric passport,PASSPORT-CLOSED,,vp_inductive_spectral_triple_tower.py
D0-FINITE-SPECTRAL-TRIPLE-REPRESENTATION-PASSPORT-001,finite spectral triple representation passport,PASSPORT-CLOSED,,vp_final_external_passports.py
D0-HYPERCHARGE-FLOW-ORIGIN-PASSPORT-001,hypercharge flow origin passport,PASSPORT-CLOSED,,vp_final_external_passports.py
D0-VNEXT-AF-GNS-ISOMETRY-OWNER-001,vnext af gns isometry owner,CERT-CLOSED,D0.VNext.PerronGNSTower,vp_vnext_perron_gns_tower.py
D0-VNEXT-MARTINGALE-DIRAC-OWNER-001,vnext martingale dirac owner,NO-GO,D0.VNext.AFMartingaleDiracScaleNoGo,vp_vnext_canonical_dirac_scale_selection.py
D0-VNEXT-DIRAC-LAPLACIAN-COMPATIBILITY-OWNER-001,vnext dirac laplacian compatibility owner,NO-GO,D0.VNext.AFD0LaplacianComparisonNoGo,vp_vnext_dirac_laplacian_compatibility.py
D0-VNEXT-FESHBACH-TOWER-COMPATIBILITY-OWNER-001,vnext feshbach tower compatibility owner,PROOF-TARGET,,vp_vnext_af_feshbach_compatibility.py
D0-VNEXT-QUANTUM-METRIC-EXTENSION-PASSPORT-001,vnext quantum metric extension passport,PASSPORT-CLOSED,,vp_vnext_quantum_metric_extension_passport.py
D0-VNEXT-ISOMETRIC-DIRAC-TOWER-OWNER-001,vnext isometric dirac tower owner,PROOF-TARGET,D0.VNext.PerronGNSTower,vp_vnext_perron_gns_tower.py
D0-VNEXT-ISOMETRIC-DIRAC-TOWER-NOGO-001,vnext isometric dirac tower nogo,NO-GO,D0.VNext.AFD0LaplacianComparisonNoGo,vp_vnext_dirac_laplacian_compatibility.py
D0-VNEXT-33-SCENE-ANCHOR-OWNER-001,vnext 33 scene anchor owner,NO-GO,D0.VNext.AFSceneAnchorDimensionAudit,vp_vnext_af_scene_anchor_dimension_audit.py
D0-VNEXT-AF-ONE-DIMENSIONAL-REDUCTION-CLASSIFICATION-001,vnext af one dimensional reduction classification,NO-GO,D0.VNext.AFOneDimensionalReductionClassification,vp_vnext_af_one_dimensional_reduction_classification.py
D0-VNEXT-CANONICAL-XI-ANCHOR-OWNER-001,vnext canonical xi anchor owner,NO-GO,D0.VNext.AFOneDimensionalReductionClassification,vp_vnext_canonical_xi_anchor.py
D0-VNEXT-JOINT-DIRAC-SCALE-SELECTION-OWNER-001,vnext joint dirac scale selection owner,NO-GO,D0.VNext.AFD0SpectralInvariantComparison,vp_vnext_joint_dirac_scale_selection.py
D0-VNEXT-AF-D0-SPECTRAL-COMPRESSION-OWNER-001,vnext af spectral compression owner,NO-GO,D0.VNext.AFD0SpectralInvariantComparison,vp_vnext_af_d0_spectral_invariant_comparison.py
D0-VNEXT-AF-D0-FESHBACH-COMPRESSION-OWNER-001,vnext af feshbach compression owner,PROOF-TARGET,,vp_vnext_canonical_anchor_feshbach_compression.py
D0-VNEXT-33-SCENE-ANCHOR-NOGO-001,vnext 33 scene anchor nogo,NO-GO,D0.VNext.AFD0SpectralInvariantComparison,vp_vnext_af_d0_spectral_invariant_comparison.py
D0-VNEXT-JOINT-DIRAC-ANCHOR-NOGO-001,vnext joint dirac anchor nogo,NO-GO,D0.VNext.AFD0SpectralInvariantComparison,vp_vnext33_no_overclaim.py
D0-VNEXT2-SCENE-FINGERPRINT-OWNER-001,vnext2 scene fingerprint owner,CERT-CLOSED,D0.VNext2.SceneSpectralFingerprint,vp_vnext2_scene_native_input_audit.py
D0-VNEXT2-SCENE-NATIVE-REFINEMENT-OWNER-001,vnext2 scene native refinement owner,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_scene_native_refinement_category.py
D0-VNEXT2-TRIPARTITE-PATH-TOWER-OWNER-001,vnext2 tripartite path tower owner,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_tripartite_path_tower_classification.py
D0-VNEXT2-SCENE-NATIVE-REFINEMENT-NOGO-001,vnext2 scene native refinement nogo,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_tripartite_path_tower_classification.py
D0-VNEXT2-ENDPOINT-CONDITIONAL-EXPECTATION-OWNER-001,vnext2 endpoint conditional expectation owner,PROOF-TARGET,,vp_vnext2_endpoint_conditional_expectation.py
D0-VNEXT2-SCENE-XI-INTERTWINER-OWNER-001,vnext2 scene xi intertwiner owner,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_tripartite_scene_xi_intertwiner.py
D0-VNEXT2-XI-MAXIMALITY-NOGO-001,vnext2 xi maximality nogo,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_tripartite_scene_xi_intertwiner.py
D0-VNEXT2-SCENE-SPECTRAL-LIFT-OWNER-001,vnext2 scene spectral lift owner,PROOF-TARGET,,vp_vnext2_scene_spectral_intertwining.py
D0-VNEXT2-SCENE-FESHBACH-LIFT-OWNER-001,vnext2 scene feshbach lift owner,PROOF-TARGET,,vp_vnext2_scene_native_feshbach_lift.py
D0-VNEXT2-SCENE-DIRAC-COVARIANCE-OWNER-001,vnext2 scene dirac covariance owner,PROOF-TARGET,,vp_vnext2_scene_dirac_covariance_selection.py
D0-VNEXT2-DIRAC-COVARIANCE-MAXIMALITY-NOGO-001,vnext2 dirac covariance maximality nogo,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_scene_native_scale_cocycles.py
D0-VNEXT2-SCENE-NATIVE-MAXIMALITY-OWNER-001,vnext2 scene native maximality owner,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_scene_native_maximality.py
D0-VNEXT2-SCENE-NATIVE-CLOSURE-BOUNDARY-001,vnext2 scene native closure boundary,NO-GO,D0.VNext2.SceneNativeRefinementClassification,vp_vnext2_no_false_physical_promotion.py
D0-ECHO-DELAY-COMPACTNESS-OWNER-001,echo delay compactness owner,CERT-CLOSED,D0.Gravity.HorizonlessEchoDelay,vp_echo_delay_exact_formula.py
D0-HORIZONLESS-ECHO-PASSPORT-001,horizonless echo passport,PASSPORT-CLOSED,,vp_echo_no_detection_overclaim.py
D0-ECHO-NEGATIVE-CONTROL-PROTOCOL-001,echo negative control protocol,PASSPORT-CLOSED,,vp_echo_passport_negative_controls.py
D0-PHASON-CONTINUUM-ENVELOPE-OWNER-001,phason continuum envelope owner,CERT-CLOSED,D0.Cosmology.PhasonContinuumEnvelope,vp_phason_continuum_envelope.py
D0-SMOOTH-MANIFOLD-FORMALISM-PASSPORT-001,smooth manifold formalism passport,PASSPORT-CLOSED,,vp_smooth_manifold_formalism_passport.py
