claim_id,book,domain,type,release_status,claim_class,uses_bridge_assumptions,python_cert,lean_status,allowed_publication_verb,publication_boundary,notes
D0-GAUGE-MATRIX-REP-TRANSFORM-001,BOOK_05/06,gauge_bridge,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,,LEAN_PROVED,describe only after status audit,Gauge-sector statement; physical Yang-Mills interpretation remains bridge-scoped when assumptions appear.,Finite matrix-representation Yang-Mills layer is closed without asserting abstract graded Bianchi.
D0-NO-GO-ABSTRACT-LIERING-FINITE-TRANSFORM-001,BOOK_05/06,gauge_bridge,no-go,NO-GO,NO-GO/AUDIT,False,,LEAN_PROVED,rules out / audits / blocks promotion,Boundary/no-go row; prevents promotion of this route.,Finite transform cannot be stated in bare abstract LieRing form without an associative matrix representation.
D0-GAUGE-BIANCHI-GRADED-DEPRECATED-001,BOOK_05/06,gauge_bridge,deprecated,DEPRECATED,STATUS-CHECK-REQUIRED,False,,DEPRECATED,describe only after status audit,Deprecated or historical row; not a live promotion path.,Replaced by D0-GRADED-BIANCHI-EXACT-001; exact Bianchi is closed on the graded incidence complex.
D0-BRIDGE-SI-CALIBRATION-BOUNDARY-001,BOOK_08,si_calibration,bridge,BRIDGE-CALIBRATION,STATUS-CHECK-REQUIRED,False,vp_si_calibration_boundary.py,PYTHON_CERTIFIED,describe only after status audit,Bridge-calibration row; SI or dimensional interpretation requires an explicit external calibration object.,c0/c2/G_N/H0 are bridge calibration symbols and cannot mutate core a0/a2 trace shapes.
D0-HURWITZ-INTERNAL-DIMENSION-SELECTOR-001,BOOK_04,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,D0 core dimension selection is finite and internal; octonion witness is finite composition data not an associative Matrix 8 8 algebra.
D0-GAUGE-WILSON-LINK-COVARIANCE-001,BOOK_05/06,gauge_bridge,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,,LEAN_PROVED,describe only after status audit,Gauge-sector statement; physical Yang-Mills interpretation remains bridge-scoped when assumptions appear.,Finite gauge covariance is closed on group-valued Wilson links by path rewriting and inverse cancellation.
D0-NO-GO-NAIVE-LOCAL-GAUGE-COVARIANCE-001,BOOK_05/06,gauge_bridge,no-go,NO-GO,NO-GO/AUDIT,False,,LEAN_PROVED,rules out / audits / blocks promotion,Boundary/no-go row; prevents promotion of this route.,Old naive flat matrix local transform has a concrete Fin 3 counterexample.
D0-GRADED-BIANCHI-EXACT-001,BOOK_05/06,gauge_bridge,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,,LEAN_PROVED,describe only after status audit,Gauge-sector statement; physical Yang-Mills interpretation remains bridge-scoped when assumptions appear.,Bianchi is exact on a graded incidence complex by boundary nilpotency.
D0-NO-GO-UNGRADED-BIANCHI-RESIDUAL-001,BOOK_05/06,gauge_bridge,no-go,NO-GO,NO-GO/AUDIT,False,,LEAN_PROVED,rules out / audits / blocks promotion,Boundary/no-go row; prevents promotion of this route.,Flat ungraded commutator graph has a concrete Fin 2 residual counterexample.
D0-BRIDGE-SI-CALIBRATION-CLOSURE-001,BOOK_08,si_calibration,bridge,BRIDGE-CALIBRATION,STATUS-CHECK-REQUIRED,False,,LEAN_PROVED,describe only after status audit,Bridge-calibration row; SI or dimensional interpretation requires an explicit external calibration object.,D0 core computes dimensionless traces; H0/GN/Lambda require an explicit ExternalSICalibration object.
D0-INTERPRETATION-SPINE-001,BOOK_00/08,interpretation_spine,bridge,CORE_BRIDGE_SPLIT,STATUS-CHECK-REQUIRED,False,,LEAN_PROVED,describe only after status audit,Core/bridge split row; the formal spine is proved while physical coherence remains an explicit package.,Unified dimensionless interpretation spine: RG/spectral/cosmology/gauge coherence is a typed readout package assembled from existing anchors and SI readout uses one ExternalSICalibration without mutating core shape.
D0-TORUS-CORE13-GEOMETRY-001,BOOK_02/03,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_torus_core13_geometry_origin.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Finite torus shell owner proves three-shell carrier and noncommuting radial hopping versus phase drift without data input.
D0-TORUS-GENERATION-SELECTOR-001,BOOK_04,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_generation_selector_origin.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Generation selector noncommutativity is sourced from finite torus shell geometry rather than a detached fixture selector.
D0-TORUS-GENERATION-OVERLAP-001,BOOK_04,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_generation_selector_origin.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Overlap origin is tied to torus shell noncommutativity while physical CKM entries remain downstream passport data.
D0-BORN-QUADRATIC-ORIGIN-001,BOOK_01/02,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_born_quadratic_origin.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Finite phase quadrature gives quadratic response and unit phase-blind calibration gives norm-square before Born normalization.
D0-CKM-NONTRIVIAL-FLAVOUR-ALGEBRA-001,BOOK_04,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_generation_overlap_response_origin.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Finite flavour defect is sourced by non-permutation overlap and has positive response without physical CKM entries.
D0-QUASI009-CKM-PHASON-HOLONOMY-001,BOOK_04/08,empirical_passport,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_ckm_phason_holonomy_k0.py,LEAN_PROVED,describe only after status audit,Passport or empirical interface row; not a D0-core theorem without external data discipline.,Finite formal origin: non-permutation phason holonomy on the Torus Core-13 shell loop with rational unitary transport and chiral orientation twist; external CKM comparison passport/certificate is not core and no PDG entries are used.
D0-MESON-POSITIVE-DEFECT-TRANSFER-001,BOOK_04,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_meson_positive_defect_transfer.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Meson transfer uses the typed Edge by Generation carrier and lifted flavour defect rather than a direct sum of unrelated spaces.
D0-GRAVITY-ENTROPIC-ARCHIVE-001,BOOK_07,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_entropic_archive_gravity.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Finite graph cut capacity heat-trace observable archive flux conservation and nonnegative entropic tension are formal D0 objects.
D0-GRAVITY-MACRO-EINSTEIN-INTERFACE-001,BOOK_07,smooth_geometry,bridge,CORE_BRIDGE_SPLIT,STATUS-CHECK-REQUIRED,False,vp_macro_einstein_interface.py,LEAN_PROVED,describe only after status audit,Core/bridge split row; the formal spine is proved while physical coherence remains an explicit package.,Finite witness yields symmetric divergence-free second-order TT-compatible macro interface; no continuum Einstein-Hilbert primitive is imported into core.
D0-TORAL-AUTOMORPHISM-GALOIS-BALANCE-001,BOOK_03/06/07/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_toral_automorphism_galois_balance.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Fixed finite integer time matrix T yields signed Lucas trace layers 3/4/11 determinant-square volume balance and exact even-window archive sign cancellation without external-data input.
D0-TRACE-HEAT-CAPACITY-GRAVITY-001,BOOK_01/03/06/07/08,formal_core,bridge,CORE_BRIDGE_SPLIT,STATUS-CHECK-REQUIRED,False,vp_trace_heat_capacity_gravity.py,LEAN_PROVED,describe only after status audit,Core/bridge split row; the formal spine is proved while physical coherence remains an explicit package.,Fixed finite boundary trace-heat capacity block proves T^2 heat moments as even Lucas traces and saturation as boundary encoding while macro gravity stays bridge-scoped through the finite witness.
D0-MASTER-EVOLUTION-001,BOOK_00/01/03/06/07/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_master_evolution_theorem.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Single finite evolution package closes T quadratic identity signed Lucas traces Lefschetz scene counts determinant-square balance dark even-window cancellation heat-Lucas moments fixed detector ladder and phi-quasicrystal support without external data.
D0-INFORMATION-QUASICRYSTAL-PHASE-UNFOLDING-001,BOOK_00/01/06/07/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_information_quasicrystal_phase_unfolding.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Finite tick order plus irrational phi^-2 phase plus return quotients yields ordered aperiodic readout-generated branch geometry without a primitive lattice.
D0-CONDENSED-PHI-VACUUM-CUT-PROJECT-001,BOOK_00/01/02/06/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_condensed_phi_vacuum_cut_project.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Condensed/profinite phi-vacuum support exposes terminal qT=44 branch count 20 electroweak qEW=710 branch count 280 and depth 35 and the physics cut-project readout is tied to this support.
D0-QUASICRYSTAL-PHENOMENOLOGY-OPERATOR-ORIGIN-001,BOOK_00/01/02/04/06/07/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_quasicrystal_phenomenology_operator_origin.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,One D0PhiCutProject finite cut-and-project owner yields generation inflation classes archive phason dark metric response window-offset chirality phason-flip rewrite inertia and fractional window-sector charge weights.
D0-QUASI008-PHASON-FLIP-ENTROPY-SDE-001,BOOK_07/08,cosmology,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_phason_flip_entropy_sde.py,LEAN_PROVED,describe only after status audit,Formal finite cosmology shape statement; not an observational cosmology fit without certificate/passport data.,Finite formal S_DE owner: archive pressure is phason-flip entropy osmosis and the finite transfer characteristic is 160 lambda^2 - 480 lambda + 359; external BAO/DESI survey comparison is a passport/certificate and not core.
D0-QUASI006-GALOIS-LORENTZ-SIGNATURE-001,BOOK_06/07/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_galois_lorentz_signature.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Active/archive Galois trace layers and determinant-square balance are integrated with the terminal role signature (1
D0-HIGGS-SCALAR-PROJECTOR-CONSTRUCTIVE-001,BOOK_04,gauge_bridge,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_higgs_scalar_projector_constructive.py,LEAN_PROVED,describe only after status audit,Gauge-sector statement; physical Yang-Mills interpretation remains bridge-scoped when assumptions appear.,Frozen rational SU2 doublet compatibility forces the unique nonzero idempotent scalar projector to be identity trace-rank two without external scalar constants.
D0-QUASI002-PHASON-STRAIN-GENERATIONS-BARYON-001,BOOK_02/04/05/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_quasi002_phason_strain_generations_baryon.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Phason modes are the three torus-shell roles ordered baryon triples have dimension 27 the S3 symmetric sector has decuplet dimension 10 and nucleon-line extrapolation remains forbidden without the phason S3 symmetrizer.
D0-QUASI007-MESON-PHASON-DOMAIN-WALLS-001,BOOK_04/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_phason_domain_wall_mesons.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Meson domain walls are six oriented nonzero phason boundaries lifted by generation readout to an 18-state finite carrier while meson transfer still uses the existing Edge by Generation lifted flavour-defect origin.
D0-ICECUBE-001,BOOK_04/05/08,empirical_passport,core,EMPIRICAL-PASSPORT,STATUS-CHECK-REQUIRED,False,vp_neutrino_phason_decoherence_passport.py,LEAN_PROVED,describe only after status audit,Passport or empirical interface row; not a D0-core theorem without external data discipline.,Neutrino is a neutral bulk phason leakage mode internally; IceCube decoherence comparison is skipped until a complete external event energy direction response and hash manifest is supplied.
D0-NO-GO-STRESS-SUITE-001,BOOK_02/04/05/06/07,formal_core,no-go,NO_GO_PROVED,NO-GO/AUDIT,False,vp_no_go_stress_test_suite.py,LEAN_PROVED,rules out / audits / blocks promotion,Boundary/no-go row; prevents promotion of this route.,Negative-control suite blocks rank-one Higgs scalar projectors isolated one-phason generation or baryon closure and Euclidean signature export.
D0-HULL-001,BOOK_00/01,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_d0_tiling_hull.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,D0 tiling hull is aperiodic and repetitive with finite local complexity.
D0-KTHEORY-001,BOOK_00/01/02/04/05/06,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_gap_labeling_d0_tiling_hull.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Stable K-theory gap labels are countable and topological.
D0-SOLENOID-001,BOOK_01/07,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_noncommutative_solenoid_gravity.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Noncommutative solenoid model is admitted over the tiling hull.
D0-SOLENOID-GRAVITY-001,BOOK_07,spectral_action,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_noncommutative_solenoid_gravity.py,LEAN_PROVED,describe only after status audit,Finite spectral-action or heat-trace statement; no continuum Einstein-Hilbert promotion by default.,Spectral triple heat trace and TT sector are compatible with noncommutative solenoid geometry.
D0-MESON-K0-001,BOOK_04/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_phason_domain_wall_mesons.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,Meson domain wall tension and spectrum admit stable K0 gap labels.
D0-CKM-K0-001,BOOK_04/08,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_ckm_phason_holonomy_k0.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,CKM holonomy has a stable K-theory class and CP phase is oriented noncommutative area.
D0-SDE-K0-001,BOOK_08,cosmology,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_phason_flip_entropy_sde.py,LEAN_PROVED,describe only after status audit,Formal finite cosmology shape statement; not an observational cosmology fit without certificate/passport data.,S_DE relaxation modes are gap-labeled.
D0-SRC-001,BOOK_04,formal_core,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_nuclear_shell_contact_src.py,LEAN_PROVED,describe only after status audit,Lean-owned finite/formal D0 core statement.,SRC contact is a finite shell-projector overlap readout through an angular-momentum shell-contact selector.
D0-SRC-NOGO-001,BOOK_04/05,formal_core,no-go,NO_GO_PROVED,NO-GO/AUDIT,False,vp_nuclear_shell_contact_src.py,LEAN_PROVED,rules out / audits / blocks promotion,Boundary/no-go row; prevents promotion of this route.,A-only and N/Z-only SRC scalar promotion fails on the finite Ca/Fe shell-contact witness.
D0-CVFT-001A,BOOK_00/01/02/03,cosmology,core,CORE-FORMALIZED,STATUS-CHECK-REQUIRED,False,vp_closed_vacuum_feedback_full_wave.py,LEAN_PROVED,describe only after status audit,Formal finite cosmology shape statement; not an observational cosmology fit without certificate/passport data.,Closed finite feedback operator core F_N=P_N U_N^dagger Q_N U_N P_N with resolvent determinant trace variation and feedback pressure law.
D0-CVFT-001B,BOOK_04/06/07/08,frontier,frontier,PROOF-TARGET,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",Sector projection package points to CVFT-F1 through CVFT-F8 and may not close matter gravity cosmology horizon gauge or empirical passport rows automatically.
D0-CVFT-NOGO-001,BOOK_05/08,cosmology,no-go,NO_GO_PROVED,NO-GO/AUDIT,False,vp_closed_vacuum_feedback_full_wave.py,LEAN_PROVED,rules out / audits / blocks promotion,Boundary/no-go row; prevents promotion of this route.,External mirror vacuum photon-acceleration interpretation ideal-gas postulate arbitrary-eigenvalue matter and DESI/SPARC root window or arbitrary-kernel repairs are forbidden.
D0-CVFT-F1,BOOK_02/04/08,frontier,frontier,PROOF-OBLIGATION-EXPOSED,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",Residue/coefficient origin must be derived from the feedback resolvent trace program before any physical coefficient promotion.
D0-CVFT-F2,BOOK_07/08,frontier,frontier,THEOREM-TARGET-SHARPENED,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",Horizon emission and greybody leakage remain frontier until the boundary operator and observable passport are frozen.
D0-CVFT-F3,BOOK_04,frontier,frontier,OPERATOR-SCAFFOLD-CERTIFIED,THEOREM-TARGET / FRONTIER,False,vp_cvft_baryon_s3_scaffold.py,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",Finite carrier/symmetrizer scaffold is certified for 27D triple carrier S3 representation 10D symmetric carrier antisymmetric rank-one sector and U_eff^B admissibility; spin/flavour transfer PDG and masses remain open.
D0-CVFT-F3B,BOOK_04,frontier,frontier,SPIN-FLAVOUR-TRANSFER-CERTIFIED,THEOREM-TARGET / FRONTIER,False,vp_cvft_baryon_spin_flavour_40_56.py,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",Finite internal spin/flavour transfer certifies rank-40 fully symmetric separable sector rank-56 diagonal exchange-symmetric carrier and rank40 subset rank56; PDG names masses widths and GeV conversion remain excluded.
D0-CVFT-F4,BOOK_02/05,frontier,frontier,CERT-CANDIDATE,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",UV cutoff claims have deterministic finite cert candidates for the refined tail bound under |z|rho(F_N)<1; Lean proof remains open.
D0-CVFT-F5,BOOK_04/08,frontier,frontier,EMPIRICAL-PASSPORT-CANDIDATE,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",IceCube dynamic feedback is an external passport candidate until data manifest response and frozen operator are pinned.
D0-CVFT-F6,BOOK_04/07,frontier,frontier,LOWER-BOUND-TARGET,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",Yang-Mills leakage/mass-gap language requires a gauge-boundary commutator obstruction theorem.
D0-CVFT-F7,BOOK_07,frontier,frontier,CERT-CANDIDATE,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",Boundary-local rank control has deterministic finite cert candidates; it supports localization only and is not an A4 proof.
D0-CVFT-F8,BOOK_08,frontier,frontier,CERT-CANDIDATE,THEOREM-TARGET / FRONTIER,False,,OPEN,proposes / targets / conjectures / scaffolds,"Frontier/proof-target row; not a core closure, certificate pass or empirical passport.",S_DE exceptional-point algebra is an effective two-mode transfer candidate only; not DESI pass H0 theorem or cosmology closure.
D0-CVFT-BOOTSTRAP-001,BOOK_02/03/08,formal_core,core,MASTER-BOOTSTRAP-CORE,CORE/SECTOR-CERTIFIED,False,05_CERTS/vp_master_bootstrap_and_volume_derivative.py,CERT_SCAFFOLD,"proves / certifies / derives, when the named theorem or cert owner is cited",Finite bootstrap row with rank-volume derivative and no empirical fit.,Integrated v15 master bootstrap and discrete volume derivative.
D0-CVFT-GAUGE-BOUNDARY-001,BOOK_04,gauge_bridge,sector,GAUGE-BOUNDARY-LAW,SECTOR-CERTIFIED,False,05_CERTS/vp_gauge_boundary_commutator_obstruction.py,CERT_SCAFFOLD,certifies / constructs / derives within the sector scope,Internal gauge-boundary leakage law; external Yang-Mills claims remain scoped.,Non-singlet leakage lower-bound target scaffold.
D0-CVFT-HORIZON-EMIT-001,BOOK_07,gravity_bridge,sector,HORIZON-EMISSION-LAW,SECTOR-CERTIFIED,False,05_CERTS/vp_horizon_emission_conjugate_feedback.py,CERT_SCAFFOLD,certifies / constructs / derives within the sector scope,Internal horizon emission law; greybody spectra remain passport scoped.,Conjugate archive-to-retained leakage scaffold.
D0-CVFT-EDGE-ALPHA-001,BOOK_04,gauge_bridge,frontier,EDGE-TRACE-COEFFICIENT-TARGET,THEOREM-TARGET / FRONTIER,False,05_CERTS/vp_edge_sector_alpha_trace_target.py,CERT_SCAFFOLD,proposes / targets / conjectures / scaffolds,Edge trace coefficient target; QED RG comparison remains passport scoped.,359-edge phi trace target scaffold.
D0-EDGE-ALPHA-001,BOOK_04,matter,core,EDGE-ALPHA-TRACE-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_edge_alpha_trace_constructive.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Finite 359-edge trace construction; no QED RG fit.,Unitary dilation edge alpha trace cert.
D0-EDGE-RAMIFICATION-001,BOOK_04,matter,core,RAMIFICATION-COMPANION-COVER-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_ramification_edge_ueff_companion.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Finite companion cover; physical-edge Ueff embedding scoped.,Companion cover cert.
D0-BARYON-POLES-001,BOOK_04,matter,core,BARYON-ANONYMOUS-POLE-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_baryon_40_56_anonymous_poles.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Anonymous poles only; PDG passport excluded.,Image-basis compressed pole cert.
D0-HORIZON-JET-001,BOOK_07,gravity,sector,HORIZON-JET-OBSERVABLE-CERT-SCAFFOLD,SECTOR-CERTIFIED,False,vp_horizon_jet_axis_observable.py,PYTHON_CERTIFIED,certifies / constructs / derives within the sector scope,Finite observable; no empirical jet fit.,Jet observable cert scaffold.
D0-IM-PRED-001,BOOK_06/08,IM,core,FRACTAL-CONTINUUM-PREDICTION-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_fractal_continuum_predictions.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Absolute archive deceleration and relative ratio acceleration split.,Sign split certified.
D0-IM-COSMO-001,BOOK_08,cosmology,core,RELATIVE-ARCHIVE-ACCELERATION-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_relative_archive_acceleration_cosmology_bridge.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Internal relative acceleration; no survey fit.,Internal relative acceleration certified.
D0-IM-COSMO-002,BOOK_08,cosmology,core,RELATIVE-PRESSURE-BRIDGE-LAW-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_archive_pressure_coupling_from_relative_acceleration.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Weak finite pressure bridge; no survey fit.,Weak bridge certified.
D0-IM-COSMO-003,BOOK_08,cosmology,core,LOGDET-PRESSURE-COUPLING-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_strong_logdet_pressure_coupling.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Positive logdet first response on resolvent domain.,Strong pressure coupling certified.
D0-IM-COSMO-004,BOOK_08,cosmology,core,LOGDET-SECOND-RESPONSE-STABILITY-CERT-CLOSED,CORE/SECTOR-CERTIFIED,False,vp_logdet_second_response_and_stability.py,PYTHON_CERTIFIED,"proves / certifies / derives, when the named theorem or cert owner is cited",Positive first derivative negative second derivative bounded saturation.,Second response stability certified.
D0-PUB-001,PUBLICATION,publication,audit,PUBLICATION-MONOGRAPH-STRUCTURE,AUDIT/PUBLICATION,False,,PYTHON_CERTIFIED,documents / organizes / guards,Audit-only monograph structure.,Audit-only publication structure.
D0-DUSTY-TABLETOP-BRIDGE-001,BOOK_06/07/08,lab_analogue,bridge,LAB-BRIDGE / TABLETOP-PASSPORT-SEED,LAB-BRIDGE / EMPIRICAL-PASSPORT,True,vp_dusty_plasma_d0_mapping.py,NOT_LEAN,models / bridges / motivates / tests; never proves core physics,external_bridge_guardrail,"Electron-beam dusty-plasma experiments are admitted only as active-medium/channel-clearing analogue; phi predictions remain external tests, not core closure."
D0-LIGO-DISCOVERY-NEGATIVE-001,BOOK_07/08,gwosc_proxy,no-go,DISCOVERY-NEGATIVE-CONTROL / TRANSFER-MAP-TARGET,EMPIRICAL-NEGATIVE,True,vp_ligo_discovery_negative_control.py,NOT_LEAN,rejects / falsifies this proxy / rules out this shortcut,negative_control_guardrail,"V3-V12 fixed raw phi, ramified phi, and fixed alpha proxy scans are rejected as evidence; next target is non-saturating transfer-corrected residual observable."
