claim_id,evidence_category,release_status,owner
D0-LEPTON-PUISEUX-DECIMAL-SECTION-001,PROOF-TARGET,PROOF-TARGET,vp_lepton_puiseux_decimal_section.py
D0-LUCAS-VORONOI-MARKOV-PARTITION-001,CORE,CERT-CLOSED,D0.Geometry.LucasVoronoiMarkovPartition
D0-TORAL-TIME-MARKOV-CONJUGACY-001,PROOF-TARGET,PROOF-TARGET,D0.Geometry.LucasVoronoiMarkovPartition
D0-ADLER-WEISS-INTERNAL-CONSTRUCTION-001,PROOF-TARGET,PROOF-TARGET,vp_adler_weiss_internal_construction.py
D0-PHASON-WDE-SIGN-NORMALIZATION-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.PhasonWDESignNormalization
D0-PHASON-WZ-LOGDET-WINDOW-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_phason_wz_logdet_window_owner.py
D0-PHASON-WZ-CPL-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_phason_wz_cpl_passport.py
D0-CONNES-GRAPH-DISTANCE-OWNER-001,CORE,CERT-CLOSED,vp_connes_graph_distance_owner.py
D0-GHP-GOLDEN-CAUCHY-BOUND-001,CORE,CERT-CLOSED,D0.Geometry.GHPGoldenCauchyBound
D0-SMOOTH-MANIFOLD-INTERNAL-LIMIT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_smooth_manifold_internal_limit.py
D0-SM-ANOMALY-CANCELLATION-OWNER-001,CORE,CERT-CLOSED,D0.Matter.HyperchargeGraphFlowOwner
D0-HYPERCHARGE-GRAPH-FLOW-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_hypercharge_graph_flow_owner.py
D0-SM-HYPERCHARGE-MINIMAL-DENOMINATOR-001,CORE,CERT-CLOSED,D0.Matter.HyperchargeMinimalDenominator
D0-PAGE-CURVE-FINITE-RANK-OWNER-001,CORE,CERT-CLOSED,D0.Gravity.PageCurveFiniteRankOwner
D0-BLACK-HOLE-INFORMATION-UNITARITY-OWNER-001,CORE,CERT-CLOSED,D0.Gravity.PageCurveFiniteRankOwner
D0-HORIZON-FESHBACH-RADIATION-OWNER-001,CORE,CERT-CLOSED,vp_horizon_feshbach_radiation_owner.py
D0-YUKAWA-SHELL-OVERLAP-MATRIX-001,CORE,CERT-CLOSED,D0.Matter.YukawaShellOverlapMatrix
D0-HIGGS-PHASON-CONDENSATION-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_higgs_phason_condensation_owner.py
D0-LEPTON-YUKAWA-HIERARCHY-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_lepton_yukawa_hierarchy_owner.py
D0-COSMOLOGY-CONNECTIVITY-THRESHOLD-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.ReheatingPercolationOwner
D0-REHEATING-PERCOLATION-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.ReheatingPercolationOwner
D0-CMB-PHASON-SPECTRUM-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_cmb_phason_spectrum_owner.py
D0-INFLATIONLESS-EARLY-UNIVERSE-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_inflationless_early_universe_owner.py
D0-HBAR-SYMPLECTIC-CAPACITY-MECH-LIMIT-001,PROOF-TARGET,PROOF-TARGET,vp_hbar_symplectic_capacity_status.py
D0-REHEATING-HEAT-TRACE-JUMP-001,CORE,CERT-CLOSED,D0.Cosmology.ReheatingHeatTraceJump
D0-PAGE-TURNING-POINT-RANK-THEOREM-001,CORE,CERT-CLOSED,D0.Gravity.PageTurningPointRank
D0-CONNECTIVITY-SPECTRAL-GAP-SPEED-001,CORE,CERT-CLOSED,D0.Cosmology.CLightconePercolationOwner
D0-C-LIGHTCONE-PERCOLATION-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.CLightconePercolationOwner
D0-FIBONACCI-ANYON-UNIQUENESS-001,CORE,CERT-CLOSED,D0.Geometry.FibonacciAnyonUniqueness
D0-ISING-ANYON-EXCLUSION-001,NO-GO,NO-GO,D0.Geometry.FibonacciAnyonUniqueness
D0-HYPERCHARGE-FLOW-LATTICE-001,CORE,CERT-CLOSED,D0.Matter.HyperchargeFlowLattice
D0-LEPTON-PUISEUX-UNIQUENESS-OBSTRUCTION-001,NO-GO,NO-GO,D0.Matter.LeptonPuiseuxUniquenessObstruction
D0-CKM-CLASS5-PARITY-EXCLUSION-001,NO-GO,NO-GO,D0.Matter.CKMClass5ParityExclusion
D0-ALPHA-RESIDUE-DELTA-NORMALIZATION-NOGO-001,NO-GO,NO-GO,D0.Spectral.DeltaAlphaNormalizationNoGo
D0-ASSUMPTION-LEDGER-GREEN-001,CORE,CERT-CLOSED,D0.Bridge.Assumptions.LindemannLnPhi
D0-DIXMIER-FESHBACH-FINITE-HEATTRACE-001,NO-GO,NO-GO,D0.Spectral.DixmierFeshbachFiniteHeatTrace
D0-LEPTON-RIEMANN-HURWITZ-BRANCH-INDEX-001,CORE,CERT-CLOSED,D0.Matter.LeptonRiemannHurwitzBranchIndex
D0-PHASON-ARCHIVE-CAPACITY-REDSHIFT-001,CORE,CERT-CLOSED,D0.Cosmology.PhasonArchiveCapacityRedshift
D0-PHASON-WDE-Z-MAP-OWNER-001,NO-GO,NO-GO,
D0-WILLIAMS-SHIFT-EQUIVALENCE-OWNER-001,CORE,CERT-CLOSED,D0.Dynamics.ToralShiftEquivalence
D0-HYPERCHARGE-ANOMALY-VARIETY-2DIM-001,NO-GO,NO-GO,D0.Matter.HyperchargeAnomalyVariety
D0-CMB-NS-LAPLACIAN-IDS-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.CMBLaplacianIDS
D0-CMB-IDS-SMOOTHING-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_cmb_ns_laplacian_ids.py
D0-CKM-CLASS5-SELECTOR-OWNER-001,CORE,CERT-CLOSED,D0.Matter.CKMClass5SelectorOwner
D0-HIGGS-LOGDET-STATIONARY-POTENTIAL-001,CORE,CERT-CLOSED,D0.Matter.HiggsLogdetStationary
D0-JY-NONCOMMUTATIVE-ORDER-OBSTRUCTION-001,CORE,CERT-CLOSED,D0.Evolution.JYNoncommutativeOrderObstruction
D0-TIME-ARROW-ORDERED-SELF-READOUT-001,CORE,CERT-CLOSED,D0.Evolution.JYNoncommutativeOrderObstruction
D0-FESHBACH-SCHUR-TIME-DELAY-OWNER-001,CORE,CERT-CLOSED,D0.Evolution.FeshbachSchurTimeDelayOwner
D0-ARCHIVE-NEUMANN-TICK-OWNER-001,CORE,CERT-CLOSED,D0.Evolution.FeshbachSchurTimeDelayOwner
D0-PHI-FRACTAL-TICK-DYNAMICS-OWNER-001,CORE,CERT-CLOSED,D0.Evolution.PhiFractalTickDynamics
D0-CONTINUOUS-TIME-SEMIGROUP-ENVELOPE-001,CORE,CERT-CLOSED,D0.Evolution.PhiFractalTickDynamics
D0-STATIC-TO-DYNAMICS-OWNER-001,CORE,CERT-CLOSED,D0.Evolution.StaticToDynamicsOwner
D0-DYNAMICS-NOT-PRIMITIVE-CERT-CLOSED-001,CORE,CERT-CLOSED,D0.Evolution.StaticToDynamicsOwner
D0-CONSTRAINED-HAMILTONIAN-EMBEDDING-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport
D0-NONRECIPROCAL-ACTIVE-DYNAMICS-FORMALISM-BRIDGE-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport
D0-FESHBACH-CONSTRAINT-SUBMANIFOLD-BRIDGE-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport
D0-FLOQUET-NONRECIPROCAL-DYNAMICS-BRIDGE-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,D0.Bridge.ConstrainedHamiltonianEmbeddingPassport
D0-CONTINUATION-FINAL-BLOCKER-GRAPH-001,CORE,CERT-CLOSED,vp_final_continuation_dependency_graph.py
D0-CONTINUATION-NO-STATUS-ONLY-DIFF-001,CORE,CERT-CLOSED,vp_continuation_no_status_only_diff.py
D0-STATIC-DYNAMICS-HAMILTONIAN-BRIDGE-INTEGRATION-001,CORE,CERT-CLOSED,vp_static_dynamics_hamiltonian_bridge_integration.py
D0-REHEATING-HEATTRACE-ENERGY-FUNCTIONAL-001,CORE,CERT-CLOSED,D0.Cosmology.HeatTraceEnergyFunctional
D0-REHEATING-ENERGY-BUDGET-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.ReheatingEnergyBudgetOwner
D0-INFLATIONLESS-THRESHOLD-ENERGY-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.InflationlessThresholdEnergyOwner
D0-REHEATING-NO-INFLATON-NOGO-001,NO-GO,NO-GO,D0.Cosmology.InflationlessThresholdEnergyOwner
D0-VERIFIED-CLOSURE-PROTOCOL-001,CORE,CERT-CLOSED,vp_verified_closure_protocol.py
D0-REHEATING-PHASON-INITIAL-DATA-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.PhasonInitialCovariance
D0-PHASON-INITIAL-COVARIANCE-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.PhasonInitialCovariance
D0-CMB-FIEDLER-FREEZEOUT-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.CMBFiedlerFreezeout
D0-DARK-RATIO-TRANSFER-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.DarkArchiveTransfer
D0-ARCHIVE-PHASON-METRIC-TRANSFER-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.DarkArchiveTransfer
D0-COSMOLOGY-INTERNAL-TRANSFER-COMPOSITION-001,CORE,CERT-CLOSED,D0.Cosmology.DarkArchiveTransfer
D0-CMB-NS-SMOOTHING-UNDETERMINED-NOGO-001,NO-GO,NO-GO,D0.Cosmology.CMBNsSmoothingUndeterminedNoGo
D0-SM-HYPERCHARGE-ROW-OWNER-001,CORE,CERT-CLOSED,D0.Matter.SMHyperchargeRowOwner
D0-DSIGMA-CANONICAL-ROLE-ADDRESS-OWNER-001,CORE,CERT-CLOSED,D0.Matter.DSigmaRoleTransitionGraph
D0-DSIGMA-ROLE-CYCLE-CARRIER-CANONICAL-NOGO-001,NO-GO,NO-GO,D0.Matter.DSigmaRoleCycleCarrierNoGo
D0-HIGGS-RETURN-QUOTIENT-ACTION-OWNER-001,CORE,CERT-CLOSED,D0.Matter.HiggsReturnQuotientAction
D0-HIGGS-PHASON-ORBIT-TRIVIAL-NOGO-001,NO-GO,NO-GO,D0.Matter.HiggsPhasonOrbitNoGo
D0-TORAL-INTEGRAL-CONJUGACY-OWNER-001,CORE,CERT-CLOSED,D0.Geometry.ToralIntegralConjugacy
D0-TORAL-LUCAS-PERIODIC-SEED-OWNER-001,CORE,CERT-CLOSED,D0.Geometry.ToralLucasPeriodicSeed
D0-TORAL-CANONICAL-MARKOV-PARTITION-NOGO-001,NO-GO,NO-GO,D0.Geometry.ToralCanonicalMarkovNoGo
D0-ALPHA-PROFINITE-SPECTRAL-TOWER-OWNER-001,CORE,CERT-CLOSED,D0.Spectral.AlphaProfiniteSpectralTower
D0-ALPHA-PROFINITE-TOWER-NOGO-001,NO-GO,NO-GO,D0.Spectral.AlphaProfiniteTowerNoGo
D0-ALPHA-PRESENT-CORE-MAXIMALITY-NOGO-001,NO-GO,NO-GO,D0.Spectral.AlphaPresentCoreMaximalityNoGo
D0-CMB-CANONICAL-SMOOTHING-MAXIMALITY-NOGO-001,NO-GO,NO-GO,D0.Cosmology.CMBCanonicalSmoothingMaximalityNoGo
D0-PHASON-MAGNITUDE-MAXIMALITY-NOGO-001,NO-GO,NO-GO,D0.Cosmology.PhasonMagnitudeMaximalityNoGo
D0-CKM-OVERLAP-UNDERDETERMINATION-NOGO-001,NO-GO,NO-GO,D0.Matter.CKMOverlapUnderdeterminationNoGo
D0-HIGGS-CONDENSATION-PRESENT-CORE-MAXIMALITY-NOGO-001,NO-GO,NO-GO,D0.Matter.HiggsCondensationPresentCoreMaximalityNoGo
D0-TORAL-SEED-MARKOV-MAXIMALITY-NOGO-001,NO-GO,NO-GO,D0.Geometry.ToralSeedMarkovMaximalityNoGo
D0-LEPTON-FINITE-GREEN-RESOLVENT-OWNER-001,CORE,CERT-CLOSED,D0.Matter.LeptonFiniteGreenResolventOwner
D0-FINAL-CORE-COMPLETION-001,CORE,CORE-FORMALIZED,D0.Verification.PresentCoreMaximality
D0-BRATTELI-FIBONACCI-REFINEMENT-OWNER-001,CORE,CERT-CLOSED,D0.Geometry.FibonacciBratteliRefinement
D0-CANONICAL-RENORMALIZATION-SPECTRAL-TOWER-001,CORE,CERT-CLOSED,D0.Geometry.FibonacciBratteliRefinement
D0-PERRON-SCALE-FLOW-OWNER-001,CORE,CERT-CLOSED,D0.Spectral.CanonicalRefinementScaleFlow
D0-INDUCTIVE-SPECTRAL-TRIPLE-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_inductive_spectral_triple_tower.py
D0-FINAL-RESEARCH-TO-CLOSURE-MAP-001,CORE,CORE-FORMALIZED,D0.Verification.FinalResearchClosureBoundary
D0-EXTERNAL-DIXMIER-WODZICKI-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,D0.Bridge.DixmierTraceBridge
D0-ADLER-WEISS-WILLIAMS-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,D0.Bridge.AdlerWeissBridge
D0-SMOOTH-QUANTUM-METRIC-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_inductive_spectral_triple_tower.py
D0-FINITE-SPECTRAL-TRIPLE-REPRESENTATION-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_final_external_passports.py
D0-HYPERCHARGE-FLOW-ORIGIN-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_final_external_passports.py
D0-VNEXT-AF-GNS-ISOMETRY-OWNER-001,CORE,CERT-CLOSED,D0.VNext.PerronGNSTower
D0-VNEXT-MARTINGALE-DIRAC-OWNER-001,NO-GO,NO-GO,D0.VNext.AFMartingaleDiracScaleNoGo
D0-VNEXT-DIRAC-LAPLACIAN-COMPATIBILITY-OWNER-001,NO-GO,NO-GO,D0.VNext.AFD0LaplacianComparisonNoGo
D0-VNEXT-FESHBACH-TOWER-COMPATIBILITY-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_vnext_af_feshbach_compatibility.py
D0-VNEXT-QUANTUM-METRIC-EXTENSION-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_vnext_quantum_metric_extension_passport.py
D0-VNEXT-ISOMETRIC-DIRAC-TOWER-OWNER-001,PROOF-TARGET,PROOF-TARGET,D0.VNext.PerronGNSTower
D0-VNEXT-ISOMETRIC-DIRAC-TOWER-NOGO-001,NO-GO,NO-GO,D0.VNext.AFD0LaplacianComparisonNoGo
D0-VNEXT-33-SCENE-ANCHOR-OWNER-001,NO-GO,NO-GO,D0.VNext.AFSceneAnchorDimensionAudit
D0-VNEXT-AF-ONE-DIMENSIONAL-REDUCTION-CLASSIFICATION-001,NO-GO,NO-GO,D0.VNext.AFOneDimensionalReductionClassification
D0-VNEXT-CANONICAL-XI-ANCHOR-OWNER-001,NO-GO,NO-GO,D0.VNext.AFOneDimensionalReductionClassification
D0-VNEXT-JOINT-DIRAC-SCALE-SELECTION-OWNER-001,NO-GO,NO-GO,D0.VNext.AFD0SpectralInvariantComparison
D0-VNEXT-AF-D0-SPECTRAL-COMPRESSION-OWNER-001,NO-GO,NO-GO,D0.VNext.AFD0SpectralInvariantComparison
D0-VNEXT-AF-D0-FESHBACH-COMPRESSION-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_vnext_canonical_anchor_feshbach_compression.py
D0-VNEXT-33-SCENE-ANCHOR-NOGO-001,NO-GO,NO-GO,D0.VNext.AFD0SpectralInvariantComparison
D0-VNEXT-JOINT-DIRAC-ANCHOR-NOGO-001,NO-GO,NO-GO,D0.VNext.AFD0SpectralInvariantComparison
D0-VNEXT2-SCENE-FINGERPRINT-OWNER-001,CORE,CERT-CLOSED,D0.VNext2.SceneSpectralFingerprint
D0-VNEXT2-SCENE-NATIVE-REFINEMENT-OWNER-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-TRIPARTITE-PATH-TOWER-OWNER-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-SCENE-NATIVE-REFINEMENT-NOGO-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-ENDPOINT-CONDITIONAL-EXPECTATION-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_vnext2_endpoint_conditional_expectation.py
D0-VNEXT2-SCENE-XI-INTERTWINER-OWNER-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-XI-MAXIMALITY-NOGO-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-SCENE-SPECTRAL-LIFT-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_vnext2_scene_spectral_intertwining.py
D0-VNEXT2-SCENE-FESHBACH-LIFT-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_vnext2_scene_native_feshbach_lift.py
D0-VNEXT2-SCENE-DIRAC-COVARIANCE-OWNER-001,PROOF-TARGET,PROOF-TARGET,vp_vnext2_scene_dirac_covariance_selection.py
D0-VNEXT2-DIRAC-COVARIANCE-MAXIMALITY-NOGO-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-SCENE-NATIVE-MAXIMALITY-OWNER-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-VNEXT2-SCENE-NATIVE-CLOSURE-BOUNDARY-001,NO-GO,NO-GO,D0.VNext2.SceneNativeRefinementClassification
D0-ECHO-DELAY-COMPACTNESS-OWNER-001,CORE,CERT-CLOSED,D0.Gravity.HorizonlessEchoDelay
D0-HORIZONLESS-ECHO-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_echo_no_detection_overclaim.py
D0-ECHO-NEGATIVE-CONTROL-PROTOCOL-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_echo_passport_negative_controls.py
D0-PHASON-CONTINUUM-ENVELOPE-OWNER-001,CORE,CERT-CLOSED,D0.Cosmology.PhasonContinuumEnvelope
D0-SMOOTH-MANIFOLD-FORMALISM-PASSPORT-001,FORMALISM/PASSPORT,PASSPORT-CLOSED,vp_smooth_manifold_formalism_passport.py
