claim_id,current_status,lean_status,owner_present,open_inside_prose,contradiction,remediation
D0-LEAN-CORE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-LEAN-BRIDGE-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-FOUND-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PHI-HURWITZ-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ABCD-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-OMEGA8-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-OMEGA8-CENTER-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CAPACITY-V9-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CAPACITY-V11-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CAPACITY-V13-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-SCENE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-NCG-INDEX-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PHASE-UNFOLD-002,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QM-BORN-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-QM-BORN-002,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-CARRIER-003,CORE_BRIDGE_SPLIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-GAUGE-MATTER-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-GAUGE-MATTER-002,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-RG-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-SMOOTH-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-PHASE-TOWER-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PHASE-TOWER-002,NO_GO_PROVED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-TOWER-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-MODE-EXPONENT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-HEATTRACE-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ARCHIVE-LAPLACIAN-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-RESOLVENT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-SPECTRAL-ACTION-ADMISS-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-HST-ARCHIVE-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ARCHIVE-ENTROPY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-DM-CLASSICALITY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ARCHIVE-GAUSSIAN-CHANNEL-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GRAV-QNM-001,NO_GO_PROVED,PYTHON_CERTIFIED,yes,no,none,none
D0-GENERATION-RAYS-001,NO_GO_PROVED,LEAN_PROVED,yes,no,none,none
D0-GEN-INDEX-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GEN-MASS-001,NO_GO_PROVED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-PHASE-DISTANCE,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-LAPLACIAN-PHASE-NATURALITY,NO_GO_PROVED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-PHASE-CURVATURE,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-LAPLACIAN-RG,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-SEAM-CURVATURE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-ACTION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-FIELD-EQ-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-BIANCHI-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MATTER-STRESS-COUPLING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-VARIATION-DUAL-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-STRESS-REP-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-WEAK-FIELD-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MATTER-SOURCE-NEUTRALITY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MATTER-REP-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MATTER-ANOMALY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GEOM-OBSTRUCT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-STRESS-CONSERVATION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-SCALAR-REDUCTION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MATTER-LOCALIZATION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-HOMOGENEOUS-FIXED-POINT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-ZERO-MEAN-UNDERDENSE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-TRANSIENT-ACCELERATION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-INSTABILITY-SATURATION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-ENTROPY-FLOW-FIXED-POINT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-JACOBIAN-INSTABILITY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-VOLUME-FLOOR-BOUND-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-CONCRETE-FLOW-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-JACOBIAN-SIGN-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-FLOOR-PROJECTION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-TICK-GAUGE-EQUIV-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-WATER-FILLING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-CONFORMAL-TRACE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GEOM-HEAT-TRACE-EH-PROXY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-COSMO-CORE-SHAPE-PASSPORT-BOUNDARY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GEOM-HEAT-TRACE-A2-DECOMP-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GEOM-SPECTRAL-ACTION-LADDER-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GEOM-HIGHER-CURVATURE-FLOOR-BOUND-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-TRACEABILITY-STATUS-TAXONOMY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-OPERATOR-GAUGE-CURVATURE-ORIGIN-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-OPERATOR-VECTOR-LAPLACIAN-ORIGIN-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-OPERATOR-EDGE-STIFFNESS-ORIGIN-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-NO-GO-BARE-ARCHIVE-NONABELIAN-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-NO-GO-EDGE-STIFFNESS-SCALAR-LEAKAGE-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-NO-GO-FLAT-TENSOR-NONABELIAN-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-GAUGE-NONABELIAN-DISCRETE-CURVATURE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GAUGE-BIANCHI-RESIDUAL-BOUNDARY-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-GAUGE-YANG-MILLS-KILLING-POSITIVITY-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-FINAL-BRIDGE-INDEX-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-HURWITZ-LOCAL-BOUNDARY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-EXTERNAL-BACKGROUND-HURWITZ-GLOBAL-CLASSIFICATION-001,EXTERNAL-BACKGROUND,DEPRECATED,yes,no,none,none
D0-GAUGE-MATRIX-REP-TRANSFORM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-NO-GO-ABSTRACT-LIERING-FINITE-TRANSFORM-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-GAUGE-BIANCHI-GRADED-DEPRECATED-001,DEPRECATED,DEPRECATED,yes,no,none,none
D0-BRIDGE-SI-CALIBRATION-BOUNDARY-001,BRIDGE-CALIBRATION,PYTHON_CERTIFIED,yes,no,none,none
D0-HURWITZ-INTERNAL-DIMENSION-SELECTOR-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GAUGE-WILSON-LINK-COVARIANCE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-NO-GO-NAIVE-LOCAL-GAUGE-COVARIANCE-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-GRADED-BIANCHI-EXACT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-NO-GO-UNGRADED-BIANCHI-RESIDUAL-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-BRIDGE-SI-CALIBRATION-CLOSURE-001,BRIDGE-CALIBRATION,LEAN_PROVED,yes,no,none,none
D0-INTERPRETATION-SPINE-001,CORE_BRIDGE_SPLIT,LEAN_PROVED,yes,no,none,none
D0-TORUS-CORE13-GEOMETRY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-TORUS-GENERATION-SELECTOR-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-TORUS-GENERATION-OVERLAP-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-BORN-QUADRATIC-ORIGIN-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CKM-NONTRIVIAL-FLAVOUR-ALGEBRA-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUASI009-CKM-PHASON-HOLONOMY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-MESON-POSITIVE-DEFECT-TRANSFER-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GRAVITY-ENTROPIC-ARCHIVE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GRAVITY-MACRO-EINSTEIN-INTERFACE-001,CORE_BRIDGE_SPLIT,LEAN_PROVED,yes,no,none,none
D0-TORAL-AUTOMORPHISM-GALOIS-BALANCE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-TRACE-HEAT-CAPACITY-GRAVITY-001,CORE_BRIDGE_SPLIT,LEAN_PROVED,yes,no,none,none
D0-MASTER-EVOLUTION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-INFORMATION-QUASICRYSTAL-PHASE-UNFOLDING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CONDENSED-PHI-VACUUM-CUT-PROJECT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUASICRYSTAL-PHENOMENOLOGY-OPERATOR-ORIGIN-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUASI008-PHASON-FLIP-ENTROPY-SDE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUASI006-GALOIS-LORENTZ-SIGNATURE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUASI002-PHASON-STRAIN-GENERATIONS-BARYON-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUASI007-MESON-PHASON-DOMAIN-WALLS-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ICECUBE-001,EMPIRICAL-PASSPORT,LEAN_PROVED,yes,no,none,none
D0-NO-GO-STRESS-SUITE-001,NO_GO_PROVED,LEAN_PROVED,yes,no,none,none
D0-HULL-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-KTHEORY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SOLENOID-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SOLENOID-GRAVITY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-MESON-K0-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CKM-K0-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SDE-K0-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SRC-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-SRC-NOGO-001,NO_GO_PROVED,LEAN_PROVED,yes,no,none,none
D0-CVFT-001A,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CVFT-001B,PROOF-TARGET,OPEN,no,no,none,none
D0-CVFT-NOGO-001,NO_GO_PROVED,LEAN_PROVED,yes,no,none,none
D0-CVFT-F1,NO-GO,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-CVFT-F2,PROOF-TARGET,OPEN,yes,no,none,none
D0-CVFT-F3,CERT-CLOSED,OPEN,yes,no,none,none
D0-CVFT-F3B,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CVFT-F4,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CVFT-F5,PROOF-TARGET,OPEN,no,no,none,none
D0-CVFT-F6,PROOF-TARGET,OPEN,yes,no,none,none
D0-CVFT-F7,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CVFT-F8,PROOF-TARGET,OPEN,no,no,none,none
D0-IM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-002,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-003,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-004,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-FOUND-004,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GRAV-004,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GRAV-005,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-005,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GRAV-006,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-EDGE-001,DEPRECATED,OPEN,no,no,none,none
D0-EDGE-002,PROOF-TARGET,OPEN,no,no,none,none
D0-EDGE-ALPHA-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-COSMO-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-COSMO-002,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-COSMO-003,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IM-COSMO-004,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PUB-001,PROOF-TARGET,OPEN,no,no,none,none
D0-QUANT-MET-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUANT-MET-002,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUANT-MET-003,PROOF-TARGET,OPEN,yes,no,none,none
D0-QUANT-MET-004,PROOF-TARGET,OPEN,yes,no,none,none
D0-XI5-TORUS-DEFECT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-VIETA-GALOIS-ABCD-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-KERNEL-ZONE-SPLIT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-DIM-LADDER-COMPACT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-BH-CAPACITY-A4-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-HODGE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MINCUT-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SPIN2-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-SPECTRAL-EINSTEIN-001,PROOF-TARGET,OPEN,no,no,none,none
D0-NOAXION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-NONABELIAN-SEAM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-HODGE-LINKS-001,PROOF-TARGET,OPEN,no,no,none,none
D0-MASTER-BOOTSTRAP-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-MESON-DEFECT-ALGEBRA-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-HIGGS-YUKAWA-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CANONICAL-OP-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CKM-EXACT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-LEPTON-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-NEUTRON-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PROTON-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-GRAV-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-EW-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-FTHEORY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-FTHEORY-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-BARYON-S3-SYM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-BOOK04-SELECTORS-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-BOOK04-SELECTORS-002,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-HEAT-TRACE-FIT-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-METRO-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-COSMO-003,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-COSMO-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-DUSTY-PLASMA-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-CRITICAL-COLLAPSE-001,CORE_BRIDGE_SPLIT,PYTHON_CERTIFIED,yes,no,none,none
D0-PASSPORT-CORE13-001,EMPIRICAL-PASSPORT,PYTHON_CERTIFIED,yes,no,none,none
D0-PASSPORT-DESI-BAO-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PASSPORT-ICECUBE-HESE-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PASSPORT-LIGO-CATALOG-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PASSPORT-PDG-STRICT-001,EMPIRICAL-PASSPORT,PYTHON_CERTIFIED,yes,no,none,none
D0-PASSPORT-SPARC-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-NOGO-LIGO-DISCOVERY-001,NO-GO,PYTHON_CERTIFIED,yes,no,none,none
D0-Q8-DEDEKIND-MINIMALITY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-WINDOW44-GROUP-SPECTRUM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-TIME-2D-PISOT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MIXING-HIERARCHY-INVERSION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-SIGNATURE-31-SPLIT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ALPHA-ZETA-RESIDUE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-Z2-SPINOR-COVER-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-TIME-MODULAR-FLOW-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CARRIER-FULL-FORCING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-SYMPLECTIC-GLEASON-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CLASS5-ALIASING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-VACUUM-CUBIC-WINDOW-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-GRAVASTAR-FORMATION-BRIDGE-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-COMPACTNESS-LIMIT-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-GRAVASTAR-GW-FALSIFIER-001,EMPIRICAL-PASSPORT,PYTHON_CERTIFIED,yes,no,none,none
D0-PHASON-FORCING-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PMNS-DELTA0-NUFIT-001,EMPIRICAL-PASSPORT,PYTHON_CERTIFIED,yes,no,none,none
D0-H0-EVOLVING-W-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PHASON-THAWING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-E8-COLDEA-ANCHOR-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-RANK3-CAUSAL-CONE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-DELTA-ALPHA-EXACT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-DELTA-ALPHA-MOMENT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MASS-CHAIN-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-KTHEORY-GAP-MODULE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-EW-WINDOW-FORCING-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-HIGGS-CUBE-DIAGONAL-001,BRIDGE-CALIBRATION,PYTHON_CERTIFIED,yes,no,none,none
D0-COMPACTNESS-DEF-FORCING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PHI99-DEPTH-FORCING-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ICOSIAN-E8-GRAM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-JONES-INDEX-PHI-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CONNES-RECONSTRUCTION-OWNER-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-DIXMIER-RESIDUE-OWNER-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-RIEFFEL-GHP-CONTINUUM-OWNER-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-TIME-MODULAR-FLOW-OWNER-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
