claim_id,current_status,lean_status,owner_present,open_inside_prose,contradiction,remediation
D0-DIM8-NETWORK-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-FIBONACCI-IF-FORCING-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-ADLER-WEISS-PARTITION-OWNER-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-PACKING-LIMIT-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-COMPLEX-QM-FORCING-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-M1-INFO-RECONSTRUCTION-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-MODULAR-TIME-FLAVOR-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-DSI-EXPERIMENTAL-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ENTROPIC-DARK-GRAVITY-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-GENERATIVE-DYNAMICS-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-LAPLACIAN-SPECTRUM-FIX-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-IF-KS-FORMULA-FIX-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-FOURCOLOR-HORIZON-CAPACITY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CKM-PMNS-COMPLEMENTARITY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-WINDOW44-TOTIENT-M1-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-TOWER-STOP-NOEXT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-QUASICRYSTAL-CARRIER-FORCING-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-QUASICRYSTAL-PROJECTION-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-RANK3-CAUSAL-CONE-FORCING-001,CORE_BRIDGE_SPLIT,LEAN_PROVED,yes,no,none,none
D0-RANK3-METRIC-TRANSPORT-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CONNES-DISTANCE-GEODESIC-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CARRIER-NOT-ICOSAHEDRAL-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-DETECTION-QUADRATIC-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-UNITY-SPLIT-SPACETIME-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-FROBENIUS-DIVISION-3D-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-LATTICE-FINITENESS-BRIDGE-001,BRIDGE-ASSUMPTIONS-EXPLICIT,PYTHON_CERTIFIED,yes,no,none,none
D0-GALOIS-PHI-IRRATIONAL-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-SCENE-ACTIVE-EIGENVALUES-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PISOT-CONTRACTION-TIME-ARROW-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-LIGHTPROFINITE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-FORGETTING-CHANNEL-PTP-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-DELONE-PHI-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-FIBONACCI-FUSION-RING-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-FORGETTING-CHANNEL-CP-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-BRAID-VALENCE-U1-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-M1-PREDICATE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-HYDRO-NO-BLOWUP-KAPPA-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-CONTINUUM-INVLIM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-BSD-RANK-PASSPORT-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-MASSGAP-COSTQUANTUM-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-HODGE-M1-REDUCTIO-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-RIEMANN-AXIS-M1-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-PVSNP-LYAPUNOV-M1-001,BRIDGE-ASSUMPTIONS-EXPLICIT,LEAN_PROVED_WITH_BRIDGE_ASSUMPTIONS,yes,no,none,none
D0-SEAM-HOLONOMY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ALPHA-HOLONOMY-002,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PI0-DISCRETE-ANGLE-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-Q8-SIN-CHANNEL-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PMNS-SEAM-TOPOLOGY-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-PMNS-DELTACP-PI0-001,PROOF-TARGET,OPEN,no,no,none,none
D0-XI5-CROSS-SECTOR-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-ALPHA-MEASUREMENT-LIMIT-001,EMPIRICAL-PASSPORT,PYTHON_CERTIFIED,yes,no,none,none
D0-BRIDGE-COMPRESSION-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PHI-CYLINDER-TRACE-UNIQUE-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PHI-CSTAR-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ALPHA-MU2-FULL-LEDGER-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-NEUTRINO-MASS-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SMOOTH-MANIFOLD-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PHI-LADDER-SEMIGROUP-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ALPHA-MU1-RANKTRACE-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ALPHA-ALG-CLOSED-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-DELTA-ALPHA-SEAM-CLOSED-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-GAUGE-MASS-GAP-PLAQUETTE-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PHI-STURMIAN-CYLINDER-CONJUGACY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-BARYON-ASYMMETRY-DELTA0-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-LEPTON-RAW-GRAPH-COEFFICIENT-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-BARE-GRAPH-DECIMAL-NOGO-001,NO-GO,PYTHON_CERTIFIED,yes,no,none,none
D0-PHI-STURMIAN-PROFINITE-CODE-CONJUGACY-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-LEPTON-INDIRECT-COEFFICIENT-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PHASON-WZ-KERNEL-ONLY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-PHASON-PRESSURE-EOS-SCAFFOLD-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PHASON-WZ-TRANSFER-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PHASON-WZ-FINITE-SEQUENCE-SCAFFOLD-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PHASON-WZ-EXPLICIT-FUNCTION-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-LEPTON-INDIRECT-GREEN-PUISEUX-SCOUT-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ALPHA-FESHBACH-RESIDUE-FINITE-SUM-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-ALPHA-FESHBACH-DIXMIER-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-NEUTRINO-DELTA-ALPHA-NORM-SQUARE-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-LEPTON-GREEN-PUISEUX-OPERATOR-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-LEPTON-STURMIAN-PUISEUX-COEFFICIENTS-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-LEPTON-PUISEUX-DECIMAL-SECTION-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-LUCAS-VORONOI-MARKOV-PARTITION-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-TORAL-TIME-MARKOV-CONJUGACY-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-ADLER-WEISS-INTERNAL-CONSTRUCTION-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PHASON-WDE-SIGN-NORMALIZATION-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PHASON-WZ-LOGDET-WINDOW-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-PHASON-WZ-CPL-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CONNES-GRAPH-DISTANCE-OWNER-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-GHP-GOLDEN-CAUCHY-BOUND-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-SMOOTH-MANIFOLD-INTERNAL-LIMIT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SM-ANOMALY-CANCELLATION-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-HYPERCHARGE-GRAPH-FLOW-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-SM-HYPERCHARGE-MINIMAL-DENOMINATOR-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PAGE-CURVE-FINITE-RANK-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-BLACK-HOLE-INFORMATION-UNITARITY-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-HORIZON-FESHBACH-RADIATION-OWNER-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-YUKAWA-SHELL-OVERLAP-MATRIX-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-HIGGS-PHASON-CONDENSATION-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-LEPTON-YUKAWA-HIERARCHY-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-COSMOLOGY-CONNECTIVITY-THRESHOLD-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-REHEATING-PERCOLATION-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CMB-PHASON-SPECTRUM-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-INFLATIONLESS-EARLY-UNIVERSE-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-HBAR-SYMPLECTIC-CAPACITY-MECH-LIMIT-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-REHEATING-HEAT-TRACE-JUMP-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PAGE-TURNING-POINT-RANK-THEOREM-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CONNECTIVITY-SPECTRAL-GAP-SPEED-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-C-LIGHTCONE-PERCOLATION-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-FIBONACCI-ANYON-UNIQUENESS-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-ISING-ANYON-EXCLUSION-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-HYPERCHARGE-FLOW-LATTICE-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-LEPTON-PUISEUX-UNIQUENESS-OBSTRUCTION-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-CKM-CLASS5-PARITY-EXCLUSION-001,PROOF-TARGET,LEAN_PROVED,yes,no,none,none
D0-ALPHA-RESIDUE-DELTA-NORMALIZATION-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-ASSUMPTION-LEDGER-GREEN-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-DIXMIER-FESHBACH-FINITE-HEATTRACE-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-LEPTON-RIEMANN-HURWITZ-BRANCH-INDEX-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PHASON-ARCHIVE-CAPACITY-REDSHIFT-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PHASON-WDE-Z-MAP-OWNER-001,NO-GO,PYTHON_CERTIFIED,yes,no,none,none
D0-WILLIAMS-SHIFT-EQUIVALENCE-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-HYPERCHARGE-ANOMALY-VARIETY-2DIM-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-CMB-NS-LAPLACIAN-IDS-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CMB-IDS-SMOOTHING-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-CKM-CLASS5-SELECTOR-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-HIGGS-LOGDET-STATIONARY-POTENTIAL-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-JY-NONCOMMUTATIVE-ORDER-OBSTRUCTION-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-TIME-ARROW-ORDERED-SELF-READOUT-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-FESHBACH-SCHUR-TIME-DELAY-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-NEUMANN-TICK-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PHI-FRACTAL-TICK-DYNAMICS-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CONTINUOUS-TIME-SEMIGROUP-ENVELOPE-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-STATIC-TO-DYNAMICS-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-DYNAMICS-NOT-PRIMITIVE-CERT-CLOSED-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CONSTRAINED-HAMILTONIAN-EMBEDDING-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-NONRECIPROCAL-ACTIVE-DYNAMICS-FORMALISM-BRIDGE-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-FESHBACH-CONSTRAINT-SUBMANIFOLD-BRIDGE-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-FLOQUET-NONRECIPROCAL-DYNAMICS-BRIDGE-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CONTINUATION-FINAL-BLOCKER-GRAPH-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-CONTINUATION-NO-STATUS-ONLY-DIFF-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-STATIC-DYNAMICS-HAMILTONIAN-BRIDGE-INTEGRATION-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-REHEATING-HEATTRACE-ENERGY-FUNCTIONAL-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-REHEATING-ENERGY-BUDGET-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-INFLATIONLESS-THRESHOLD-ENERGY-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-REHEATING-NO-INFLATON-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VERIFIED-CLOSURE-PROTOCOL-001,CERT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-REHEATING-PHASON-INITIAL-DATA-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PHASON-INITIAL-COVARIANCE-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CMB-FIEDLER-FREEZEOUT-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-DARK-RATIO-TRANSFER-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-ARCHIVE-PHASON-METRIC-TRANSFER-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-COSMOLOGY-INTERNAL-TRANSFER-COMPOSITION-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CMB-NS-SMOOTHING-UNDETERMINED-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-SM-HYPERCHARGE-ROW-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-DSIGMA-CANONICAL-ROLE-ADDRESS-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-DSIGMA-ROLE-CYCLE-CARRIER-CANONICAL-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-HIGGS-RETURN-QUOTIENT-ACTION-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-HIGGS-PHASON-ORBIT-TRIVIAL-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-TORAL-INTEGRAL-CONJUGACY-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-TORAL-LUCAS-PERIODIC-SEED-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-TORAL-CANONICAL-MARKOV-PARTITION-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-ALPHA-PROFINITE-SPECTRAL-TOWER-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-ALPHA-PROFINITE-TOWER-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-ALPHA-PRESENT-CORE-MAXIMALITY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-CMB-CANONICAL-SMOOTHING-MAXIMALITY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-PHASON-MAGNITUDE-MAXIMALITY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-CKM-OVERLAP-UNDERDETERMINATION-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-HIGGS-CONDENSATION-PRESENT-CORE-MAXIMALITY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-TORAL-SEED-MARKOV-MAXIMALITY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-LEPTON-FINITE-GREEN-RESOLVENT-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-FINAL-CORE-COMPLETION-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-BRATTELI-FIBONACCI-REFINEMENT-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-CANONICAL-RENORMALIZATION-SPECTRAL-TOWER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-PERRON-SCALE-FLOW-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-INDUCTIVE-SPECTRAL-TRIPLE-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-FINAL-RESEARCH-TO-CLOSURE-MAP-001,CORE-FORMALIZED,LEAN_PROVED,yes,no,none,none
D0-EXTERNAL-DIXMIER-WODZICKI-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ADLER-WEISS-WILLIAMS-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-SMOOTH-QUANTUM-METRIC-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-FINITE-SPECTRAL-TRIPLE-REPRESENTATION-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-HYPERCHARGE-FLOW-ORIGIN-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-VNEXT-AF-GNS-ISOMETRY-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-VNEXT-MARTINGALE-DIRAC-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-DIRAC-LAPLACIAN-COMPATIBILITY-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-FESHBACH-TOWER-COMPATIBILITY-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-VNEXT-QUANTUM-METRIC-EXTENSION-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-VNEXT-ISOMETRIC-DIRAC-TOWER-OWNER-001,PROOF-TARGET,LEAN_PROVED,yes,no,none,none
D0-VNEXT-ISOMETRIC-DIRAC-TOWER-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-33-SCENE-ANCHOR-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-AF-ONE-DIMENSIONAL-REDUCTION-CLASSIFICATION-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-CANONICAL-XI-ANCHOR-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-JOINT-DIRAC-SCALE-SELECTION-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-AF-D0-SPECTRAL-COMPRESSION-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-AF-D0-FESHBACH-COMPRESSION-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-VNEXT-33-SCENE-ANCHOR-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT-JOINT-DIRAC-ANCHOR-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-SCENE-FINGERPRINT-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-SCENE-NATIVE-REFINEMENT-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-TRIPARTITE-PATH-TOWER-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-SCENE-NATIVE-REFINEMENT-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-ENDPOINT-CONDITIONAL-EXPECTATION-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-VNEXT2-SCENE-XI-INTERTWINER-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-XI-MAXIMALITY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-SCENE-SPECTRAL-LIFT-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-VNEXT2-SCENE-FESHBACH-LIFT-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-VNEXT2-SCENE-DIRAC-COVARIANCE-OWNER-001,PROOF-TARGET,OPEN,yes,no,none,none
D0-VNEXT2-DIRAC-COVARIANCE-MAXIMALITY-NOGO-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-SCENE-NATIVE-MAXIMALITY-OWNER-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-VNEXT2-SCENE-NATIVE-CLOSURE-BOUNDARY-001,NO-GO,LEAN_PROVED,yes,no,none,none
D0-ECHO-DELAY-COMPACTNESS-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
D0-HORIZONLESS-ECHO-PASSPORT-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-ECHO-NEGATIVE-CONTROL-PROTOCOL-001,PASSPORT-CLOSED,PYTHON_CERTIFIED,yes,no,none,none
D0-PHASON-CONTINUUM-ENVELOPE-OWNER-001,CERT-CLOSED,LEAN_PROVED,yes,no,none,none
